,cos_sim,cos_mo,cos_dif,cos_mo_dif,ele_sub
0,0.00674,0.0059,0.99326,0.9941,0.00934
1,-0.06479,-0.05743,0.93521,0.94257,0.01097
2,0.02651,0.02541,0.97349,0.97459,0.03559
3,-0.00867,-0.00758,0.99133,0.99242,0.02029
4,-0.09,-0.07904,0.91,0.92096,0.01182
5,0.01004,0.00871,0.98996,0.99129,0.00987
6,-0.04758,-0.04168,0.95242,0.95832,0.01079
7,0.0219,0.01973,0.9781,0.98027,0.02636
8,0.00692,0.00604,0.99308,0.99396,0.00906
9,-0.07109,-0.06284,0.92891,0.93716,0.01092
10,0.02602,0.02502,0.97398,0.97498,0.03527
11,-0.01233,-0.01086,0.98767,0.98914,0.02022
12,-0.08582,-0.07512,0.91418,0.92488,0.01179
13,0.036,0.03496,0.964,0.96504,0.02557
14,-0.04173,-0.03648,0.95827,0.96352,0.01051
15,0.01595,0.01415,0.98405,0.98585,0.02663
16,-0.03922,-0.03566,0.96078,0.96434,0.01118
17,0.04991,0.04521,0.95009,0.95479,0.00778
18,-0.00197,-0.00181,0.99803,0.99819,0.00827
19,-0.01827,-0.01657,0.98173,0.98343,0.00912
20,-0.01705,-0.01574,0.98295,0.98426,0.00886
21,0.00034,0.00031,0.99966,0.99969,0.00894
22,-0.03924,-0.03561,0.9607600000000001,0.96439,0.01135
23,0.03422,0.03093,0.96578,0.96907,0.00803
24,-0.00156,-0.00143,0.99844,0.99857,0.0084
25,-0.01698,-0.01538,0.98302,0.98462,0.00922
26,-0.0165,-0.0152,0.9835,0.9848,0.00899
27,0.00013,0.00012,0.99987,0.99988,0.00906
28,0.00491,0.00417,0.99509,0.99583,0.0095
29,-0.03307,-0.0286,0.96693,0.9714,0.01119
30,-0.00777,-0.00775,0.99223,0.99225,0.02793
31,-0.02534,-0.02194,0.97466,0.97806,0.0103
32,-0.03027,-0.02615,0.96973,0.97385,0.01226
33,-0.04211,-0.0364,0.95789,0.9636,0.01111
34,-0.01692,-0.0146,0.98308,0.9854,0.01119
35,0.00795,0.00687,0.99205,0.99313,0.00912
36,-0.03349,-0.03149,0.96651,0.96851,0.03324
37,-0.03365,-0.0326,0.96635,0.9674,0.03167
38,-0.03819,-0.03274,0.96181,0.96726,0.01133
39,0.00613,0.00524,0.99387,0.99476,0.0101
40,-0.00216,-0.00197,0.99784,0.99803,0.03845
41,0.00291,0.00247,0.99709,0.99753,0.00953
42,-0.03119,-0.02694,0.96881,0.97306,0.01126
43,-0.00958,-0.00955,0.99042,0.99045,0.02807
44,-0.02372,-0.02051,0.97628,0.97949,0.01033
45,-0.02789,-0.02406,0.97211,0.97594,0.0123
46,-0.03903,-0.03368,0.96097,0.96632,0.01116
47,-0.01553,-0.01338,0.98447,0.98662,0.01123
48,0.00606,0.00523,0.99394,0.99477,0.00915
49,-0.03315,-0.03125,0.96685,0.96875,0.03345
50,-0.03332,-0.03231,0.96668,0.96769,0.03193
51,-0.03594,-0.03076,0.96406,0.96924,0.01138
52,0.00509,0.00435,0.99491,0.99565,0.01015
53,-0.00347,-0.00315,0.99653,0.99685,0.03863
54,0.03234,0.02986,0.96766,0.97014,0.02046
55,-0.00692,-0.00636,0.99308,0.99364,0.02302
56,0.00703,0.006,0.99297,0.994,0.01055
57,-0.00553,-0.00473,0.99447,0.99527,0.01135
58,0.01369,0.01318,0.98631,0.98682,0.03164
59,-0.03037,-0.02558,0.96963,0.97442,0.01295
60,0.03221,0.02929,0.96779,0.97071,0.02041
61,0.001,0.00092,0.999,0.99908,0.02236
62,0.00702,0.00604,0.99298,0.99396,0.01051
63,-0.0067,-0.00577,0.9933,0.99423,0.01142
64,0.01193,0.01012,0.98807,0.98988,0.01009
65,-0.03044,-0.02587,0.96956,0.97413,0.01259
66,-0.0504,-0.04522,0.9496,0.95478,0.01065
67,0.02987,0.02715,0.97013,0.97285,0.02563
68,-0.05667,-0.05113,0.94333,0.94887,0.01124
69,0.00429,0.00381,0.99571,0.99619,0.00893
70,0.05831,0.05675,0.94169,0.94325,0.02907
71,0.02711,0.0242,0.97289,0.9758,0.01685
72,0.05558,0.04917,0.94442,0.95083,0.00802
73,0.05166,0.04871,0.94834,0.95129,0.02374
74,-0.00505,-0.00452,0.99495,0.99548,0.00997
75,-0.04997,-0.04477,0.95003,0.95523,0.0107
76,0.02787,0.02534,0.97213,0.97466,0.02582
77,-0.05681,-0.05119,0.94319,0.94881,0.01132
78,-0.00488,-0.00433,0.99512,0.99567,0.00914
79,0.05572,0.05423,0.94428,0.94577,0.02943
80,0.02426,0.02173,0.97574,0.97827,0.017
81,0.05352,0.04728,0.94648,0.95272,0.0081
82,0.04893,0.04628,0.95107,0.95372,0.02394
83,-0.00583,-0.00521,0.99417,0.99479,0.01005
84,-0.03084,-0.02605,0.96916,0.97395,0.00969
85,0.02984,0.02531,0.97016,0.9746900000000001,0.00841
86,-0.03972,-0.03353,0.96028,0.96647,0.01163
87,-0.01281,-0.01079,0.98719,0.98921,0.01007
88,-0.03017,-0.02518,0.96983,0.97482,0.01107
89,-0.01347,-0.01123,0.98653,0.98877,0.01067
90,0.00258,0.0022,0.99742,0.9978,0.00968
91,0.00857,0.0073,0.99143,0.9927,0.00964
92,-0.0272,-0.02284,0.9728,0.97716,0.01039
93,-0.04007,-0.03408,0.95993,0.96592,0.0106
94,-0.01992,-0.01667,0.98008,0.98333,0.01077
95,0.03611,0.03601,0.96389,0.96399,0.02913
96,-0.03732,-0.03151,0.96268,0.96849,0.01182
97,-0.01959,-0.01662,0.98041,0.98338,0.01137
98,-0.01787,-0.01504,0.98213,0.98496,0.01174
99,-0.02863,-0.02447,0.97137,0.97553,0.01141
100,-0.02919,-0.02475,0.97081,0.97525,0.00935
101,0.02616,0.02229,0.97384,0.97771,0.00785
102,-0.04003,-0.03393,0.95997,0.96607,0.01137
103,-0.0091,-0.00771,0.9909,0.99229,0.01031
104,-0.02492,-0.0209,0.97508,0.9791,0.01077
105,-0.01255,-0.01051,0.98745,0.98949,0.01066
106,0.00395,0.00339,0.99605,0.99661,0.00954
107,0.00927,0.00793,0.99073,0.99207,0.0094
108,-0.02611,-0.02202,0.97389,0.97798,0.01013
109,-0.03598,-0.03072,0.96402,0.96928,0.01026
110,-0.01113,-0.00936,0.98887,0.99064,0.01002
111,0.03277,0.03254,0.96723,0.96746,0.0286
112,-0.04434,-0.03764,0.95566,0.96236,0.01197
113,-0.02655,-0.02261,0.97345,0.97739,0.01139
114,-0.02219,-0.01876,0.97781,0.98124,0.01141
115,-0.02664,-0.02287,0.97336,0.97713,0.01133
116,0.0333,0.03254,0.9667,0.96746,0.02787
117,-0.01454,-0.01239,0.98546,0.98761,0.00962
118,0.01877,0.01857,0.98123,0.98143,0.02787
119,-0.03473,-0.02938,0.96527,0.97062,0.00968
120,0.0249,0.02124,0.9751,0.97876,0.00752
121,-0.04085,-0.03461,0.95915,0.96539,0.01154
122,-0.01422,-0.01204,0.98578,0.98796,0.01023
123,-0.02271,-0.01899,0.97729,0.98101,0.01077
124,-0.01145,-0.00958,0.98855,0.99042,0.01065
125,0.00839,0.00716,0.99161,0.99284,0.00961
126,0.00841,0.00718,0.99159,0.99282,0.00936
127,-0.02348,-0.01976,0.97652,0.98024,0.01129
128,-0.04129,-0.03497,0.95871,0.96503,0.01193
129,-0.02522,-0.02141,0.97478,0.97859,0.01133
130,-0.02045,-0.01725,0.97955,0.98275,0.01139
131,-0.02543,-0.0218,0.97457,0.9782,0.01127
132,0.04123,0.04018,0.95877,0.95982,0.02768
133,-0.0354,-0.03027,0.9646,0.96973,0.01039
134,-0.00903,-0.00761,0.99097,0.99239,0.01035
135,-0.00674,-0.00573,0.99326,0.99427,0.00892
136,0.02668,0.02282,0.97332,0.97718,0.00745
137,-0.04196,-0.03568,0.95804,0.96432,0.01194
138,-0.01904,-0.01618,0.98096,0.98382,0.00964
139,-0.02411,-0.02024,0.97589,0.97976,0.01083
140,-0.01802,-0.01514,0.98198,0.98486,0.01057
141,0.01221,0.01046,0.98779,0.98954,0.00957
142,0.01329,0.01139,0.98671,0.98861,0.00939
143,-0.02343,-0.01978,0.97657,0.98022,0.01088
144,-0.04774,-0.04061,0.95226,0.95939,0.01186
145,-0.02714,-0.02317,0.97286,0.97683,0.01153
146,-0.01811,-0.01535,0.98189,0.98465,0.0113
147,-0.02654,-0.02284,0.97346,0.97716,0.01116
148,0.03162,0.03102,0.96838,0.96898,0.02827
149,-0.0297,-0.02523,0.9703,0.97477,0.01039
150,0.00839,0.00827,0.99161,0.99173,0.02861
151,-0.01252,-0.01055,0.98748,0.98945,0.00946
152,0.03968,0.03379,0.96032,0.96621,0.00781
153,-0.04406,-0.03723,0.95594,0.96277,0.01191
154,-0.01293,-0.01091,0.98707,0.98909,0.0098
155,-0.02372,-0.01978,0.97628,0.98022,0.01095
156,-0.00897,-0.00748,0.99103,0.99252,0.01035
157,0.00506,0.00431,0.99494,0.99569,0.00978
158,0.00735,0.00626,0.99265,0.99374,0.00959
159,-0.02352,-0.01974,0.97648,0.98026,0.01127
160,-0.03465,-0.02926,0.96535,0.97074,0.01169
161,-0.01709,-0.01448,0.98291,0.98552,0.01133
162,-0.01364,-0.01148,0.98636,0.98852,0.0117
163,-0.02477,-0.02117,0.97523,0.97883,0.01129
164,-0.072,-0.05936,0.928,0.94064,0.01305
165,-0.00644,-0.00526,0.99356,0.99474,0.01184
166,0.02904,0.02837,0.97096,0.97163,0.03005
167,-0.00084,-0.00069,0.99916,0.99931,0.01084
168,0.02646,0.02466,0.97354,0.97534,0.05059
169,0.00626,0.00587,0.99374,0.99413,0.02174
170,0.01236,0.01015,0.98764,0.98985,0.01261
171,0.00653,0.00541,0.99347,0.99459,0.0113
172,-0.07316,-0.06028,0.92684,0.93972,0.01303
173,-0.00896,-0.00732,0.99104,0.99268,0.01191
174,0.02817,0.02753,0.97183,0.97247,0.03002
175,-0.00094,-0.00077,0.99906,0.99923,0.01085
176,0.02513,0.02339,0.97487,0.97661,0.05058
177,0.00454,0.00426,0.99546,0.99574,0.02181
178,0.01211,0.00994,0.98789,0.99006,0.01266
179,0.00611,0.00506,0.99389,0.99494,0.01134
180,-0.00082,-0.00078,0.99918,0.99922,0.02155
181,0.0456,0.04181,0.9544,0.95819,0.02068
182,-0.02659,-0.02244,0.97341,0.97756,0.01199
183,0.02935,0.02831,0.97065,0.97169,0.04873
184,0.00904,0.00762,0.99096,0.99238,0.0103
185,0.01491,0.01263,0.98509,0.98737,0.00928
186,0.01331,0.0114,0.98669,0.9886,0.01089
187,0.0109,0.00933,0.9891,0.99067,0.01113
188,-0.00354,-0.00338,0.99646,0.99662,0.02178
189,0.04833,0.04482,0.95167,0.95518,0.02051
190,-0.02837,-0.02384,0.97163,0.97616,0.01216
191,-0.02363,-0.02011,0.97637,0.97989,0.01217
192,0.02512,0.0241,0.97488,0.9759,0.04934
193,0.00995,0.00835,0.99005,0.99165,0.01025
194,0.01698,0.01433,0.98302,0.98567,0.00939
195,0.00821,0.00701,0.99179,0.99299,0.01089
196,0.00567,0.00484,0.99433,0.99516,0.01118
197,-0.00097,-0.00093,0.99903,0.99907,0.02177
198,0.04857,0.04508,0.95143,0.95492,0.02051
199,-0.02689,-0.02263,0.97311,0.97737,0.01216
200,0.00723,0.00607,0.99277,0.99393,0.01023
201,0.01722,0.01456,0.98278,0.98544,0.00941
202,0.00837,0.00716,0.99163,0.99284,0.01089
203,0.00631,0.00539,0.99369,0.99461,0.01116
204,-0.00365,-0.00349,0.99635,0.99651,0.02182
205,0.04827,0.04481,0.95173,0.95519,0.02054
206,-0.02797,-0.02353,0.97203,0.97647,0.01218
207,-0.02479,-0.02111,0.97521,0.97889,0.0122
208,0.00934,0.00784,0.99066,0.99216,0.01025
209,0.01642,0.01387,0.98358,0.98613,0.00942
210,0.00793,0.00678,0.99207,0.99322,0.01092
211,0.00608,0.0052,0.99392,0.9948,0.01118
212,-0.02159,-0.01954,0.97841,0.98046,0.0446
213,0.00256,0.00204,0.99744,0.99796,0.01196
214,0.00289,0.00236,0.99711,0.99764,0.01261
215,0.02276,0.01817,0.97724,0.98183,0.01225
216,-0.09157,-0.07521,0.90843,0.92479,0.01415
217,0.00165,0.00136,0.99835,0.99864,0.01265
218,0.01001,0.00797,0.98999,0.99203,0.01308
219,-0.02244,-0.01816,0.97756,0.98184,0.01385
220,-0.0133,-0.01074,0.9867,0.98926,0.01279
221,-0.01821,-0.0149,0.98179,0.9851,0.01025
222,-0.01735,-0.0142,0.98265,0.9858,0.01032
223,0.01332,0.01085,0.98668,0.98915,0.01202
224,-0.01304,-0.01229,0.98696,0.98771,0.03312
225,-0.01711,-0.01683,0.98289,0.98317,0.02307
226,-0.03464,-0.03426,0.96536,0.96574,0.02414
227,0.02307,0.01867,0.97693,0.98133,0.01158
228,-5e-05,-5e-05,0.99995,0.99995,0.02205
229,-0.01508,-0.0123,0.98492,0.9877,0.01205
230,-0.01755,-0.01668,0.98245,0.98332,0.04709
231,-0.02186,-0.01975,0.97814,0.98025,0.04468
232,0.00406,0.00323,0.99594,0.99677,0.01198
233,0.00474,0.00386,0.99526,0.99614,0.01264
234,0.02467,0.01965,0.97533,0.98035,0.01228
235,-0.09112,-0.07469,0.90888,0.92531,0.01418
236,0.00376,0.00309,0.99624,0.99691,0.01266
237,0.01187,0.00943,0.98813,0.99057,0.01311
238,-0.02103,-0.01699,0.97897,0.98301,0.01389
239,-0.01168,-0.00941,0.98832,0.99059,0.01283
240,-0.02005,-0.01637,0.97995,0.98363,0.01028
241,-0.01938,-0.01583,0.98062,0.98417,0.01035
242,0.01606,0.01306,0.98394,0.98694,0.01204
243,-0.01314,-0.01236,0.98686,0.98764,0.03322
244,-0.01689,-0.01658,0.98311,0.98342,0.02313
245,-0.03426,-0.03394,0.96574,0.96606,0.02419
246,0.02445,0.01975,0.97555,0.98025,0.01163
247,-0.00021,-0.0002,0.99979,0.9998,0.02212
248,-0.01374,-0.01118,0.98626,0.98882,0.0121
249,-0.01865,-0.01767,0.98135,0.98233,0.0472
250,-0.01398,-0.01145,0.98602,0.98855,0.01277
251,-0.00776,-0.00622,0.99224,0.99378,0.01221
252,-0.03464,-0.0283,0.96536,0.9717,0.0115
253,0.01381,0.01333,0.98619,0.98667,0.03207
254,-0.02621,-0.02382,0.97379,0.97618,0.04595
255,0.00803,0.00663,0.99197,0.99337,0.01251
256,0.00975,0.00779,0.99025,0.99221,0.01296
257,-0.01444,-0.01171,0.98556,0.98829,0.01331
258,-0.01354,-0.01097,0.98646,0.98903,0.01285
259,-0.02183,-0.01793,0.97817,0.98207,0.01036
260,-0.01512,-0.01241,0.98488,0.98759,0.01035
261,0.01421,0.0116,0.9857899999999999,0.9884,0.01186
262,-0.02363,-0.02192,0.97637,0.97808,0.03275
263,-0.01321,-0.01306,0.9867900000000001,0.98694,0.02277
264,-0.03199,-0.03116,0.96801,0.96884,0.02414
265,0.04483,0.03633,0.95517,0.96367,0.01104
266,0.0033,0.00323,0.9967,0.99677,0.02171
267,0.0193,0.01576,0.9807,0.98424,0.01024
268,-0.02979,-0.02827,0.97021,0.97173,0.04992
269,-0.01411,-0.01154,0.98589,0.98846,0.01284
270,-0.00732,-0.00586,0.99268,0.99414,0.01228
271,-0.03562,-0.02905,0.96438,0.97095,0.01158
272,0.01431,0.01381,0.98569,0.98619,0.03222
273,-0.02668,-0.02425,0.97332,0.97575,0.04617
274,0.00835,0.00689,0.99165,0.99311,0.01256
275,0.01049,0.00837,0.98951,0.99163,0.01302
276,-0.01378,-0.01116,0.98622,0.98884,0.01337
277,-0.01335,-0.0108,0.98665,0.9892,0.0129
278,-0.02224,-0.01825,0.97776,0.98175,0.0104
279,-0.01525,-0.01251,0.98475,0.98749,0.01038
280,0.01495,0.01218,0.98505,0.98782,0.01193
281,-0.02446,-0.02268,0.97554,0.97732,0.0329
282,-0.01262,-0.01249,0.98738,0.98751,0.02287
283,-0.03166,-0.0308,0.96834,0.9692,0.02424
284,0.04547,0.0368,0.95453,0.9632000000000001,0.01112
285,0.00334,0.00327,0.99666,0.99673,0.02188
286,0.01925,0.0157,0.98075,0.9843,0.01033
287,-0.0308,-0.02923,0.9692,0.97077,0.05018
288,-0.01733,-0.01425,0.98267,0.98575,0.01189
289,0.00969,0.00933,0.99031,0.99067,0.02922
290,-0.09198,-0.07958,0.90802,0.92042,0.02522
291,0.0236,0.02265,0.9764,0.97735,0.02013
292,-0.00426,-0.00349,0.99574,0.99651,0.01151
293,0.0134,0.01098,0.9866,0.98902,0.01046
294,-0.01524,-0.01247,0.98476,0.98753,0.01254
295,0.01546,0.01257,0.98454,0.98743,0.01101
296,-0.0798,-0.06546,0.9202,0.93454,0.0137
297,-0.04688,-0.0389,0.95312,0.9611,0.01281
298,-0.03096,-0.0253,0.96904,0.9747,0.01311
299,-0.00745,-0.00617,0.99255,0.99383,0.01238
300,-0.0185,-0.01522,0.9815,0.98478,0.01337
301,-0.02062,-0.01704,0.97938,0.9829600000000001,0.01272
302,0.02019,0.0197,0.97981,0.9803,0.03082
303,-0.01279,-0.0105,0.98721,0.9895,0.01225
304,-0.01518,-0.01238,0.98482,0.98762,0.01011
305,-0.01031,-0.00839,0.98969,0.99161,0.01211
306,0.00811,0.00768,0.99189,0.99232,0.03001
307,-0.06704,-0.05721,0.93296,0.94279,0.02542
308,0.0209,0.02061,0.9791,0.97939,0.02046
309,0.00482,0.0039,0.99518,0.9961,0.01162
310,0.00668,0.00541,0.99332,0.99459,0.01074
311,-0.01772,-0.01435,0.98228,0.98565,0.01319
312,0.00376,0.00362,0.99624,0.99638,0.03192
313,-0.05896,-0.0479,0.94104,0.9521,0.01422
314,-0.03729,-0.03062,0.96271,0.96938,0.01316
315,-0.02634,-0.02127,0.97366,0.97873,0.01348
316,-0.0134,-0.011,0.9866,0.989,0.0127
317,-0.00316,-0.00257,0.99684,0.99743,0.01316
318,-0.00782,-0.00639,0.99218,0.99361,0.01244
319,0.00834,0.00815,0.99166,0.99185,0.0327
320,-0.02494,-0.02031,0.97506,0.97969,0.01275
321,0.00112,0.0009,0.99888,0.9991,0.01049
322,-0.01746,-0.01431,0.98254,0.98569,0.01203
323,0.00657,0.00629,0.99343,0.99371,0.02988
324,-0.08607,-0.07411,0.91393,0.92589,0.02541
325,0.01798,0.01742,0.98202,0.98258,0.0205
326,-0.00458,-0.00374,0.99542,0.99626,0.0116
327,0.01077,0.00879,0.98923,0.99121,0.01064
328,-0.00997,-0.00812,0.99003,0.99188,0.01256
329,-0.00431,-0.00349,0.99569,0.99651,0.01203
330,-0.07762,-0.06358,0.92238,0.93642,0.01426
331,-0.03942,-0.03259,0.96058,0.96741,0.01294
332,-0.02893,-0.02358,0.97107,0.97642,0.0134
333,-0.02355,-0.01946,0.97645,0.98054,0.01285
334,-0.01718,-0.01409,0.98282,0.98591,0.01333
335,-0.01827,-0.01505,0.98173,0.98495,0.01301
336,0.00885,0.00871,0.99115,0.99129,0.03262
337,-0.02944,-0.02416,0.97056,0.97584,0.01299
338,-0.0027,-0.00219,0.9973,0.99781,0.01069
339,-0.00915,-0.0074,0.99085,0.9926,0.01228
340,0.00667,0.00628,0.99333,0.99372,0.03047
341,-0.07519,-0.06426,0.92481,0.93574,0.0257
342,0.02586,0.02543,0.97414,0.97457,0.02047
